,text,Mapping,word_count,unique_wordcount,mean_word_length,tweet_length,url_count,hashtags,mention_count,stopwords,punctuation_count,text_Adjectives,Processed_Text
154,@user @user now what has he said/done??,0,7,6,4.71,39,0,0,1,3,5,,  now what has he saiddone
155,Watching Alison Jackson's portfolio of work #eurobest2014 seems she's cracked it. Celebrity + stunt = #viral #sarcasm,1,17,17,5.94,117,0,1,0,2,8,viral,watching alison jacksons portfolio of work eurobest seems shes cracked it celebrity  stunt  viral sarcasm
156,Spending the majority of my day in and out of the doctor has been awesome. #sarcasm,1,16,14,4.25,83,0,1,0,10,2,,spending the majority of my day in and out of the doctor has been awesome sarcasm
157,@user - p.s. strong tweet. particularly Horatio's involvement in the matters #bloodlinecontinues xxx,0,13,13,6.77,100,0,1,1,2,7,strong,  ps strong tweet particularly horatios involvement in the matters bloodlinecontinues xxx
158,@user #spnews #yxe I hope you weren't driving when you took that picture. #irony,1,14,13,4.79,80,0,1,1,6,6,, spnews yxe i hope you werent driving when you took that picture irony
159,My beautiful Belles #3daughters#lucky #me #havefun @ Wicklow 🌁,0,9,9,6.0,62,0,1,1,1,5,beautiful lucky,my beautiful belles daughterslucky me havefun  wicklow 🌁
160,"@user Yeah thanks for messing me about and then not delivering on the product, i feel really great about how this went down!! #Not #Thanks",1,25,24,4.56,138,0,1,1,12,6,i great, yeah thanks for messing me about and then not delivering on the product i feel really great about how this went down not thanks
161,"@user aha, but white girl drinks make me 'so so cray tipsy'",0,12,12,4.0,59,0,0,1,3,4,white girl cray, aha but white girl drinks make me so so cray tipsy
162,This is definitely me! 😁|#me #sarcastic #sarcasm #ecards #ecard #somecard #tease #funny #lol...,0,13,13,6.38,95,0,1,0,2,14,😁| sarcastic sarcasm funny,this is definitely me 😁me sarcastic sarcasm ecards ecard somecard tease funny lol
163,Christmas alone😊 how nice #not,1,5,5,5.2,30,0,1,0,1,1,nice,christmas alone😊 how nice not
164,work Wednesday-Sunday .. #yay #not #moneytho 😩😭💰😒,1,7,7,6.14,49,0,1,0,0,6,Wednesday-Sunday ..,work wednesdaysunday  yay not moneytho 😩😭💰😒
165,@user Gavy is one rude motherfucker. *Subtweets me* *Calls me a motherfucker* #Irony,1,13,13,5.54,84,0,1,1,3,7,user motherfucker*, gavy is one rude motherfucker subtweets me calls me a motherfucker irony
166,"Access to housing is not a fundamental human right, according to Ontario courts: #onpoli #TOpoli #cdnpoli",0,16,15,5.62,105,0,1,0,5,5,fundamental human,access to housing is not a fundamental human right according to ontario courts onpoli topoli cdnpoli
167,"@user Been friendzoned too many times in my life, the perks of being the good guy #Sarcasm #Lifeall my life this has happened",1,23,21,4.48,125,0,1,1,11,4,many good, been friendzoned too many times in my life the perks of being the good guy sarcasm lifeall my life this has happened
168,@user You want to see something Irish!!Of all the reasons to be closed 😂😂😂 #irony,1,15,14,4.47,81,0,1,1,6,4,Irish, you want to see something irishof all the reasons to be closed 😂😂😂 irony
169,And then my sister should be home from college by time I get home from babysitting. And it's payday. THIS IS A GOOD FRIDAY,0,24,21,4.12,122,0,0,0,15,3,payday GOOD,and then my sister should be home from college by time i get home from babysitting and its payday this is a good friday
170,"Oh dear, some people don't get #irony 😳",0,8,8,4.0,39,0,1,0,3,3,,oh dear some people dont get irony 😳
171,Yay for Fire Alarms at 3AM #not,1,7,7,3.57,31,0,1,0,2,1,,yay for fire alarms at am not
172,"I just drank a healthy, homemade, all fruit smoothie...in a @user beer glass. #irony",1,14,13,5.07,84,0,1,1,5,8,healthy,i just drank a healthy homemade all fruit smoothiein a  beer glass irony
173,Should I buy these? And become a full time hipster? Lol! #NOT.....,1,12,12,4.58,66,0,1,0,4,9,full,should i buy these and become a full time hipster lol not
174,Just paid $2.59 for gas! #ThanksObama #sarcasm,1,7,7,5.71,46,0,1,0,2,5,,just paid  for gas thanksobama sarcasm
175,You are most welcome! Loved the post :D @user,0,9,9,4.11,45,0,0,1,4,3,welcome,you are most welcome loved the post d 
176,Can't take my eyes off you|http://t.co/cKYk9vXewc via @user,0,8,8,6.5,59,1,0,1,3,8,Ca //t.co/cKYk9vXewc,cant take my eyes off you via 
177,I am so ready for Monday. 🙆 #sarcasm,1,8,8,3.62,36,0,1,0,4,2,ready 🙆,i am so ready for monday 🙆 sarcasm
178,@user rollins was so pissed off haha,0,7,7,4.29,36,0,0,1,3,1,, rollins was so pissed off haha
179,@user I do love a chilled night in. Saves having a hangover to😂 thank you hun X,0,17,16,3.71,79,0,0,1,6,2,chilled, i do love a chilled night in saves having a hangover to😂 thank you hun x
180,@user if it got the attention of the smartass to comment that.. Didnt it work anyway?? #irony,1,17,15,4.53,93,0,1,1,7,6,, if it got the attention of the smartass to comment that didnt it work anyway irony
181,When you're sick and you feel bad for your cells cause they're fighting hard for you. #blessed #appreciative #sarcasm #kinda,1,20,19,5.25,124,0,1,0,8,7,sick bad appreciative sarcasm,when youre sick and you feel bad for your cells cause theyre fighting hard for you blessed appreciative sarcasm kinda
182,Does this look properly #shaded?? I think #not :-(|#shading #techniques #cube #3d #view #learning #damn I #suck #Sob!,0,18,17,5.56,117,0,1,0,4,18,| suck,does this look properly shaded i think not shading techniques cube d view learning damn i suck sob
183,Company profile FORGET ME NOT PET CEMETERY - #FORGET #ME #NOT #PET #CEMETERY,0,13,13,4.92,76,0,1,0,2,6,,company profile forget me not pet cemetery  forget me not pet cemetery
184,@user guys!!! you've just smashed it!! #WhereDoBrokenHeartsGo #XFactorFinal,0,8,8,8.5,75,0,1,1,2,9,XFactorFinal, guys you have just smashed it wheredobrokenheartsgo xfactorfinal
185,i wanna be at home already,0,6,6,3.5,26,0,0,0,3,0,,i wanna be at home already
186,Just realized my last final is tomorrow. FAAAAA-,0,8,8,5.12,48,0,0,0,3,2,last final,just realized my last final is tomorrow faaaaa
187,@user @user @user @user @user Christian Europe translated Islamic manuscripts #Irony,1,11,7,6.73,84,0,1,1,0,6,,     christian europe translated islamic manuscripts irony
188,Aaaaaand now I've found out that Chrome slows down downloads when the screen saver activates. Just makes me love it more #sarcasm,1,22,22,4.91,129,0,1,0,10,3,,aaaaaand now ive found out that chrome slows down downloads when the screen saver activates just makes me love it more sarcasm
189,The fact that this time next week I'll be getting my wisdom teeth out 😖🙊 #chipmunk,0,16,16,4.19,82,0,1,0,7,2,next 😖🙊,the fact that this time next week ill be getting my wisdom teeth out 😖🙊 chipmunk
190,@user Way to lay out yesterday and put it all on the line #GoodLeader #Sarcasm,1,15,15,4.27,78,0,1,1,7,3,user, way to lay out yesterday and put it all on the line goodleader sarcasm
191,Two years later & gingerbread house making still makes me cry.,0,11,11,4.73,62,0,0,0,1,2,gingerbread,two years later  gingerbread house making still makes me cry
192,Amar Singh gives A+ rating to the Modi govt but Arun #Shourie says more is said than done in present govt #Irony #Politics,1,23,22,4.35,122,0,1,0,7,4,present,amar singh gives a rating to the modi govt but arun shourie says more is said than done in present govt irony politics
193,@user @user @user |Thats a twist|Algorithms to cause more congestion & increase pollution|Too bizarre to be true #not,1,18,15,5.56,117,0,1,1,5,8,bizarre true,   thats a twistalgorithms to cause more congestion  increase pollutiontoo bizarre to be true not
194,@user #sarcasm is a service I offer.,0,7,7,4.29,36,0,1,1,3,3,, sarcasm is a service i offer
195,#PhatSexyAss #Picnic Picnic Porked Tiffany,0,5,5,7.6,42,0,1,0,0,2,,phatsexyass picnic picnic porked tiffany
196,I'm absolutely positive that Coaches love it when parents tell them how to coach and run their program. #sarcasm #NOT #sticktoparenting,1,21,21,5.48,135,0,1,0,9,5,positive sarcasm,im absolutely positive that coaches love it when parents tell them how to coach and run their program sarcasm not sticktoparenting
197,Nice touch. All the bar staff in the ground wearing #saintsfc t shirts,0,13,12,4.46,70,0,1,0,4,2,saintsfc,nice touch all the bar staff in the ground wearing saintsfc t shirts
198,@user trust me it will be out of form Scandinavian reef again to. @user do love @user I see😒🙈 #irony #FCBarcelona #mcfc,1,22,20,4.45,119,0,1,1,8,7,Scandinavian user irony, trust me it will be out of form scandinavian reef again to  do love  i see😒🙈 irony fcbarcelona mcfc
199,i literally love when someone throw me in at the deep end #irony #tough #life,1,15,15,4.2,77,0,1,0,6,3,deep irony tough,i literally love when someone throw me in at the deep end irony tough life
200,"Agree with that... #we #are #not #mind #readers #haha||#Repost 9gag ⁰You may think we are, but we are...",0,18,17,4.83,104,0,1,0,4,16,haha||,agree with that we are not mind readers haharepost gag ⁰you may think we are but we are
201,Day ninth December to have a pint at the boars head|#not really still in bed 😊,0,16,16,3.94,78,0,1,0,6,2,ninth,day ninth december to have a pint at the boars headnot really still in bed 😊
202,Speed cameras in Whipton by village shops. & yes it Takes 5 police officers!! 🚔 #waste #of #money #does #not #take #five #individuals 😂🚨🚓,0,24,24,4.75,137,0,1,0,3,12,🚔,speed cameras in whipton by village shops  yes it takes  police officers 🚔 waste of money does not take five individuals 😂🚨🚓
203,Picked an excellent day to get my hair done 😒 #sarcasm,1,11,11,4.0,54,0,1,0,4,1,excellent,picked an excellent day to get my hair done 😒 sarcasm
204,@user his daughter is painting his toes! That is a parenting WIN in my book.,0,15,13,4.13,76,0,0,1,8,3,, his daughter is painting his toes that is a parenting win in my book
205,Can't say no to that @user try now. Lets go @user we can do this #COYQ,0,16,15,3.44,70,0,1,1,8,5,Ca @,cant say no to that  try now lets go  we can do this coyq
206,"ABC Takes A Look At ""The Turkey Song"" by @user - Make It A Classic #Thanksgiving -",0,17,15,3.88,82,0,1,1,5,6,Classic,abc takes a look at the turkey song by   make it a classic thanksgiving 
207,Waking up with a pounding headache is just what I need for this final #sarcasm,1,15,15,4.27,78,0,1,0,9,1,final,waking up with a pounding headache is just what i need for this final sarcasm
208,Can always count on you to speak to me on here then delete the messages so It looks like I'm talking to myself. 😒 @user,0,25,22,3.8,119,0,0,1,15,3,,can always count on you to speak to me on here then delete the messages so it looks like im talking to myself 😒 
209,Stop by and pick up Alexandra's book with a coupon!,0,10,10,4.2,51,0,0,0,5,2,,stop by and pick up alexandras book with a coupon
210,@user I swear we must be twins,0,7,7,3.43,30,0,0,1,3,1,, i swear we must be twins
211,Some days are just better than others..,0,7,7,4.71,39,0,0,0,4,2,,some days are just better than others
212,"After getting a total of 4 hours of sleep in 2 days, I FINALLY got good sleep last night😁",0,19,17,3.74,89,0,0,0,6,1,good last,after getting a total of  hours of sleep in  days i finally got good sleep last night😁
213,"Her name is not Superwoman, Wonder Woman, nor Dorothy from the Wizard of Oz. Women of Excellence",0,17,16,4.71,96,0,0,0,8,3,,her name is not superwoman wonder woman nor dorothy from the wizard of oz women of excellence
214,I didn't realize Boston Coach also operated in Chicago #irony #brands,1,11,11,5.36,69,0,1,0,4,3,,i didnt realize boston coach also operated in chicago irony brands
215,"@user and that ""somebody"" thought you were Padoin sister LoL !!! #SarcasmFail",0,12,12,5.5,77,0,1,1,4,7,sister, and that somebody thought you were padoin sister lol  sarcasmfail
216,Once again @user is re writing history re: #CubaEmbargo ! *primal scream* #tcot,0,13,13,5.15,79,0,1,1,3,7,@ re *primal scream*,once again  is re writing history re cubaembargo  primal scream tcot
217,"Wow: Look what the NFL Rams player who did ""Hands Up, Don't Shoot"" pose has been arrested for | via @user #ferguson",0,22,22,4.27,115,0,1,1,8,8,|,wow look what the nfl rams player who did hands up dont shoot pose has been arrested for  via  ferguson
218,Someone needs to stop me before I kill someone 😡 love waking up in the worst fcking mood #Not,1,19,19,3.95,93,0,1,0,7,1,,someone needs to stop me before i kill someone 😡 love waking up in the worst fcking mood not
219,What to do with that old #motherboard you have laying around. #NOT #guitarpicks,1,13,13,5.15,79,0,1,0,7,4,old,what to do with that old motherboard you have laying around not guitarpicks
220,Joe Cole just casually walking past...,0,6,6,5.5,38,0,0,0,1,3,,joe cole just casually walking past
221,Am I the only one who finds it very stressful when the #OrionLaunch feed keeps buffering...?!,0,16,15,4.88,93,0,1,0,9,6,only stressful,am i the only one who finds it very stressful when the orionlaunch feed keeps buffering
222,@user No ... now someone will start a rumor of $ABBV pricing their HCV drug same or higher than $GILD #sarcasm,1,21,21,4.29,110,0,1,1,7,7,same, no  now someone will start a rumor of abbv pricing their hcv drug same or higher than gild sarcasm
223,Never seen the gym so packed,0,6,6,3.83,28,0,0,0,2,0,,never seen the gym so packed
224,❓❓GOT MENTIONS ❓❓||#MGWV #AutoFollow #RETWEET #RTMUZZA #TEAMFOLLOWBACK #TFBJP #500aday #RT2GAIN ||⏩ @user ⏪| |WHOS WANTS TO BE NEXT?,0,18,18,6.39,132,0,1,1,2,16,❓❓GOT,❓❓got mentions ❓❓mgwv autofollow retweet rtmuzza teamfollowback tfbjp aday rtgain ⏩  ⏪ whos wants to be next
225,Remember to raise a glass of merry to those who are at work keeping the world safe on Christmas 🌎🎄🌏🎅🌍❄|🚑🚒🚓🚁🚢 #essentialservice,0,21,20,5.05,126,0,1,0,10,2,,remember to raise a glass of merry to those who are at work keeping the world safe on christmas 🌎🎄🌏🎅🌍❄🚑🚒🚓🚁🚢 essentialservice
226,"Wishing everyone a Happy, Healthy, and Prosperous New Year!!!",0,9,9,5.89,61,0,0,0,2,5,Happy,wishing everyone a happy healthy and prosperous new year
227,"@user @user @user Yes, and conventional taxis drive verrrry safely. #pfft #sarcasm",1,12,10,5.92,82,0,1,1,1,7,conventional pfft,   yes and conventional taxis drive verrrry safely pfft sarcasm
228,"Just ranted on and the moment I'm about to hit send, my ipod just died. #greatmorning #NOT",1,17,17,4.35,90,0,1,0,9,5,,just ranted on and the moment im about to hit send my ipod just died greatmorning not
229,30 week scan #not #long #now #exciting #memory #all #good #happy #clear #baby #boy @ Portlaoise...,0,16,16,5.19,98,0,1,1,0,15,scan long good happy clear, week scan not long now exciting memory all good happy clear baby boy  portlaoise
230,@user Obama and Hillary convinced Ukraine that they would protect them if they essentially disarm. Need to keep at least one promise.,0,22,21,5.09,133,0,0,1,9,3,user, obama and hillary convinced ukraine that they would protect them if they essentially disarm need to keep at least one promise
231,i just enjoy throwing up #not #hatethis #sick #wanna #go #to #school #for #once #take #me #away,1,17,17,4.65,95,0,1,0,3,12,hatethis sick,i just enjoy throwing up not hatethis sick wanna go to school for once take me away
232,@user I actually think he needs to use the youngsters in this reincarnation #irony,1,14,14,4.93,82,0,1,1,6,2,, i actually think he needs to use the youngsters in this reincarnation irony
233,What a golden morning. 😒 #not,1,6,6,4.0,29,0,1,0,2,2,golden,what a golden morning 😒 not
234,Sleep. SLEEP YOU STUPID IDIOT I WANNA LEAVE MY ROOM,0,10,10,4.2,51,0,0,0,3,1,,sleep sleep you stupid idiot i wanna leave my room
235,LIBERAL/#LEFTISTS USE #RACIST/SEXIST #LABEL FOR |#DISLIKES|MSNBC host Ed Schultz said RACIST #NOT to SUPPORT demand for #MINIMUM WAGE|#SAD,0,18,18,6.72,138,0,1,0,3,12,,liberalleftists use racistsexist label for dislikesmsnbc host ed schultz said racist not to support demand for minimum wagesad
236,Read at the news '#Obama: #The #American #way #of #life #is #not #a #gift',0,14,14,4.36,74,0,1,0,2,13,American,read at the news obama the american way of life is not a gift
237,Really missing my momma today.. More than usual. I don't think today will be a good day,0,17,17,4.18,87,0,0,0,7,4,usual good,really missing my momma today more than usual i dont think today will be a good day
238,"@user Nevermind that, but do pray tell,would Scherzy still play Grizabella?",0,11,11,5.91,75,0,0,1,2,4,, nevermind that but do pray tellwould scherzy still play grizabella
239,Everyone wants the truth but nobody wants to be honest... #irony,1,11,10,4.91,64,0,1,0,4,4,,everyone wants the truth but nobody wants to be honest irony
240,I won't be surprised if shelling across pak border intensifies during Delhi Elections to change issues of election's.,0,18,18,5.56,117,0,0,0,7,3,shelling pak,i wont be surprised if shelling across pak border intensifies during delhi elections to change issues of elections
241,Every inch of you is perfect from the bottom to the top UNLESS YOU'RE SKINNY #Shade #Sarcasm #TheMoreYouKnow,0,18,17,5.06,108,0,1,0,8,4,perfect top,every inch of you is perfect from the bottom to the top unless youre skinny shade sarcasm themoreyouknow
242,Take a look at those calves!!! 😎😎😂😂 ladies love the calves! #not #about #the #arms #its #about...,0,17,17,4.76,97,0,1,0,4,13,😎😎😂😂,take a look at those calves 😎😎😂😂 ladies love the calves not about the arms its about
243,@user your tongue in cheek @user weigh in does nothing but instigate breed specific hate. Stick to reporting on tuques. #yyj,0,21,19,4.95,124,0,1,1,7,5,cheek specific, your tongue in cheek  weigh in does nothing but instigate breed specific hate stick to reporting on tuques yyj
244,"@user You think my mom and I would get along better, she's a middle child too. #irony #middlechildsyndrome",1,18,18,4.94,106,0,1,1,8,6,middle irony, you think my mom and i would get along better shes a middle child too irony middlechildsyndrome
245,"Isn't this blaming the victim? #sarcasm RT @user Every year, 600K college students are injured while drunk.",1,17,17,5.35,107,0,1,1,5,6,,isnt this blaming the victim sarcasm rt  every year k college students are injured while drunk
246,that time when ward was mad because skye hide a secret from him #irony #skyeward #AgentsofSHIELD,1,16,16,5.06,96,0,1,0,7,3,mad skye secret,that time when ward was mad because skye hide a secret from him irony skyeward agentsofshield
247,"While we applauded ourselves on getting to the Moon, Carl Sagan spoke a truth we all denied.|#irony",1,17,16,4.88,99,0,1,0,9,4,,while we applauded ourselves on getting to the moon carl sagan spoke a truth we all deniedirony
248,Can holidays last forever?? #happytimes #sundayout #mewearing #wyoustores #elenawearswyou #chanelboybag #chanel...,0,11,11,9.45,114,0,1,0,1,12,last chanelboybag,can holidays last forever happytimes sundayout mewearing wyoustores elenawearswyou chanelboybag chanel
249,Watching @user trich vlogs helps me alot with my trich condition !! ☺️💕,0,13,12,4.54,71,0,0,1,3,3,trich trich,watching  trich vlogs helps me alot with my trich condition  ☺️💕
250,Photo: Orchid Tassel Chain Mermaid Dress $39.99 Onesize Leave email for invoice,0,12,12,5.67,79,0,0,0,1,3,,photo orchid tassel chain mermaid dress  onesize leave email for invoice
251,@user this game is pathetic. How are they losing this game?,0,11,10,4.45,59,0,0,1,6,3,pathetic, this game is pathetic how are they losing this game
252,bromanceshmomance: #I just checked and he has zero#ZERO#mentions asking if Louis was there#NONE#NADA#not...,0,13,13,7.31,107,0,1,0,6,10,,bromanceshmomance i just checked and he has zerozeromentions asking if louis was therenonenadanot
253,Being a light sleeper is the best. #not,1,8,8,4.0,39,0,1,0,4,2,light,being a light sleeper is the best not
254,schools in India praying for # #peshawarattack victims #PrayForPakistan ...,0,10,10,6.6,75,0,1,0,2,6,,schools in india praying for  peshawarattack victims prayforpakistan 
255,The only company I thought would be best for the thesis is unfortunately taken already... a year ago..,0,18,18,4.72,102,0,0,0,9,5,only,the only company i thought would be best for the thesis is unfortunately taken already a year ago
256,@user not worried about it. Whenevs 😉,0,7,7,4.43,37,0,0,1,2,2,, not worried about it whenevs 😉
257,@user @user #not enough; unfortunately.,0,5,4,7.0,39,0,1,1,0,5,,  not enough unfortunately
258,@user . #please email me captainpc@me.com or contact through DM myself or @user . #I #have #DM #Address #details #but #not#had#reply,0,21,18,5.33,132,0,1,1,5,16,captainpc @,  please email me captainpccom or contact through dm myself or   i have dm address details but nothadreply
259,@user hahaha yeah I think so too cause you know how she loves her with all her heart 😂😂😂.... #NOT 🔫.,1,21,20,3.81,100,0,1,1,10,7,hahaha, hahaha yeah i think so too cause you know how she loves her with all her heart 😂😂😂 not 🔫
260,"It's really #NOT #GOOD, too have the #REPUTATION for STEALING FROM GIRLS. @user & Mr. MASON,..expect a call,..(;",0,18,18,5.28,112,0,1,1,7,17,,its really not good too have the reputation for stealing from girls   mr masonexpect a call
261,"we need to stop using the words ""racist"" & ""racism"" @user @user @user @user @user @user",0,16,11,4.5,87,0,0,1,3,11,user,we need to stop using the words racist  racism      
262,@user @user Probably my favourite book. Couldn't put it down. 5Stars!,0,11,10,5.36,69,0,0,1,3,6,favourite,  probably my favourite book couldnt put it down stars
263,From what I can tell...most strippers belong right where they are #nocollegeneeded #adamsmith #specialization #strippers,0,15,15,7.07,120,0,1,0,7,7,nocollegeneeded adamsmith,from what i can tellmost strippers belong right where they are nocollegeneeded adamsmith specialization strippers
264,"@user dualistic, as in good and evil? Right, because that doesn't apply to the real world.... #sarcasm #OrcsLive",1,18,18,5.28,112,0,1,1,8,11,dualistic good real sarcasm OrcsLive, dualistic as in good and evil right because that doesnt apply to the real world sarcasm orcslive
265,#Consensus of Absolute Hilarious #Irony – #MichaelMann to lecture on #Professional #Ethics for #Climate #Scientists?,1,15,15,6.8,116,0,1,0,4,8,,consensus of absolute hilarious irony – michaelmann to lecture on professional ethics for climate scientists
266,5 dollar OBX 1 dollar Gboro gone #lockitin #lottoclub #bankopen #doumenturdeposit#not criminal,0,12,11,6.92,94,0,1,0,0,5,lockitin lottoclub bankopen criminal, dollar obx  dollar gboro gone lockitin lottoclub bankopen doumenturdepositnot criminal
267,I may or may not have put @user at the top of @user tree soon as he likes Christmas time... #Sarcasm,1,21,19,3.81,100,0,1,1,9,6,Christmas,i may or may not have put  at the top of  tree soon as he likes christmas time sarcasm
268,"Regarding my #ATT case; I've contacted the BBB, FCC, and my States Attorney General. next... #WFAA #not #stopping",0,18,17,5.33,113,0,1,0,5,12,next,regarding my att case ive contacted the bbb fcc and my states attorney general next wfaa not stopping
269,Acronyms because we're cool as fuck. Judge me.,0,8,8,4.88,46,0,0,0,3,3,cool,acronyms because were cool as fuck judge me
270,Only a true nightshift person would understand this #nightshift #hardcore #teamwork #not #always...,0,13,13,6.69,99,0,1,0,4,8,true nightshift,only a true nightshift person would understand this nightshift hardcore teamwork not always
271,"actually, it wasnt, it was purely economics @user @user @user @user @user @user @user",0,14,7,5.14,85,0,0,1,3,9,economics,actually it wasnt it was purely economics       
272,Sunday is such a fun day to study #not #ew #saywhat,1,11,11,3.73,51,0,1,0,4,3,such fun,sunday is such a fun day to study not ew saywhat
273,Reunited with my pump this morning. #yay #not 😣,1,9,9,4.33,47,0,1,0,3,3,,reunited with my pump this morning yay not 😣
274,"My dad's still gonna get me santa's gifts since it's my last year before 18, but I really don't know what to ask for... #irony",1,25,25,4.08,126,0,1,0,12,9,last,my dads still gonna get me santas gifts since its my last year before  but i really dont know what to ask for irony
275,Remember that one time I worked both jobs while sick and it didnt suck at all... #sarcasm #notworthit,1,18,18,4.67,101,0,1,0,7,5,sick sarcasm,remember that one time i worked both jobs while sick and it didnt suck at all sarcasm notworthit
276,I'm really excited for next semester,0,6,6,5.17,36,0,0,0,2,1,next,im really excited for next semester
277,"@user @user Actually, even delivery won't save some. O voted to let born alive die. Also, look up ""4th trimester abortions"".",0,21,20,4.95,124,0,0,1,3,10,alive,  actually even delivery wont save some o voted to let born alive die also look up th trimester abortions
278,good luck finding someone to take the other side of that bet LOL @user,0,14,14,4.07,70,0,0,1,5,1,good other,good luck finding someone to take the other side of that bet lol 
279,It is good that very few businesses/govts in EM economies have borrowed much via dollar-denominated loans from international banks. #Sarcasm,1,20,20,6.05,140,0,1,0,8,4,good few much dollar-denominated international,it is good that very few businessesgovts in em economies have borrowed much via dollardenominated loans from international banks sarcasm
280,@user 🙌🙌 #fitfam #fitness #health,0,5,5,5.8,33,0,1,1,0,4,🙌🙌 fitfam fitness, 🙌🙌 fitfam fitness health
281,GTA #San #Andreas #2 #is #not #coming #in #2015: One media has released that GTA San Andreas 2 is coming in 2015...,0,22,21,4.27,115,0,1,0,4,12,,gta san andreas  is not coming in  one media has released that gta san andreas  is coming in 
282,What a great way to start the day!! #Not 😠,1,10,10,3.3,42,0,1,0,4,3,great,what a great way to start the day not 😠
283,@user I wonder what % of that 43% agree on what a private cloud is,0,15,14,3.47,66,0,0,1,8,3,private, i wonder what  of that  agree on what a private cloud is
284,If i were to ask. I want to stay here for as long as possible..|#thinking,0,15,13,3.93,73,0,1,0,10,5,,if i were to ask i want to stay here for as long as possiblethinking
285,@user @user @user Just wait till Cleveland comes again! #sarcasm,1,10,8,5.5,64,0,1,1,1,5,,   just wait till cleveland comes again sarcasm
286,"'Liberated' Iraq -- 2014 One of Bloodiest Years with More than 36,000 Victims: Thank you, Western liberators #sarcasm",1,18,18,5.56,117,0,1,0,4,8,Western,liberated iraq   one of bloodiest years with more than  victims thank you western liberators sarcasm
287,@user one hope this gets a RT! #recycling #roses #holly #wreath #MerryChristmas,0,12,12,5.67,79,0,1,1,2,7,user, one hope this gets a rt recycling roses holly wreath merrychristmas
288,"@user Tag a teammate who is so bad, he runs the line every week. I'm sorry to say it's @user",0,20,19,3.65,92,0,0,1,9,6,bad sorry @, tag a teammate who is so bad he runs the line every week im sorry to say its 
289,@user easiest CL group with two rubbish teams but we won only 1 CL game - even that lucky last minute pen#not good enough#gutted,0,24,23,4.38,128,0,1,1,5,4,rubbish lucky last pen good, easiest cl group with two rubbish teams but we won only  cl game  even that lucky last minute pennot good enoughgutted
290,No one up? Okay cool #not,1,6,6,3.33,25,0,1,0,1,2,cool,no one up okay cool not
291,#np #NowPlaying #NowListening #Music #Don't Let Her Pull You Down by #New Found Glory from the #album: #Not With...,0,19,19,5.11,115,0,1,0,6,13,np,np nowplaying nowlistening music dont let her pull you down by new found glory from the album not with
292,"Here we go again, thanks to all that claim to cover WVHS hoop #NOT|Highlanders beat Parkersburg 76-75 on last second shot by @user",1,23,22,4.7,130,0,1,1,8,5,hoop last second,here we go again thanks to all that claim to cover wvhs hoop nothighlanders beat parkersburg  on last second shot by 
293,Long day and its not going to be possible without my good friend #coffee,0,14,14,4.21,72,0,1,0,6,1,Long possible good,long day and its not going to be possible without my good friend coffee
294,Just loveeee driving upstate in the snow #not,1,8,8,4.75,45,0,1,0,3,1,loveeee snow,just loveeee driving upstate in the snow not
295,"If you know people who could talk power-dressing and social media marketing, please let me know. Thanks",0,17,17,5.12,103,0,0,0,6,3,power-dressing social,if you know people who could talk powerdressing and social media marketing please let me know thanks
296,I love getting up at 4 30 so I can wait on other ppl! #sarcasm,1,15,14,3.2,62,0,1,0,8,2,other,i love getting up at   so i can wait on other ppl sarcasm
297,"Faux Leather Size Zipper Sleeveless Scoop Back Midi Dress|Size:s, m, l|Price:$39.99|Leave email for...",0,13,13,6.92,102,0,0,0,0,12,,faux leather size zipper sleeveless scoop back midi dresssizes m lpriceleave email for
298,and as much as I want to connect .. I like only the people who dont want to .. #Irony #Why oh why?,1,23,18,3.3,98,0,1,0,11,7,much,and as much as i want to connect  i like only the people who dont want to  irony why oh why
299,@user I saw a leaf blowing in the breeze. You could yell at that if you wanted to?,0,18,18,3.61,82,0,0,1,10,3,, i saw a leaf blowing in the breeze you could yell at that if you wanted to
300,@user hold on a minute. Are you saying All blonde white women look the same?? #sarcasm,1,16,16,4.44,86,0,1,1,6,5,user blonde white same, hold on a minute are you saying all blonde white women look the same sarcasm
301,@user Gotta love those racially based awards! #not,1,8,8,5.38,50,0,1,1,1,3,@, gotta love those racially based awards not
302,"The best love is the kind that awakens the soul, and makes us reach for more...💖",0,16,15,4.06,80,0,0,0,7,4,,the best love is the kind that awakens the soul and makes us reach for more💖
303,clashupdate #not,1,2,2,7.5,16,0,1,0,0,1,,clashupdate not
304,@user Super Junior's Henry asks sasaeng fans to let him sleep|http://t.co/BhrEKEtMka Henry oppa >^<,0,14,13,6.14,99,1,0,1,2,11,sasaeng, super juniors henry asks sasaeng fans to let him sleep henry oppa 
305,I have officially surrounded myself with the most amazing people 😊,0,11,11,5.09,66,0,0,0,6,0,amazing,i have officially surrounded myself with the most amazing people 😊
306,@user @user republicans suck more at identifying #irony than alanis morissette.,0,11,10,6.27,79,0,1,1,3,4,,  republicans suck more at identifying irony than alanis morissette
307,That's always the solution..... #not. Doesn't fix anything!,1,8,8,6.5,59,0,1,0,3,10,,thats always the solution not doesnt fix anything
308,Name an #excuse that people use #NOT to #workout ...,0,10,10,4.3,52,0,1,0,3,6,,name an excuse that people use not to workout 
309,"@user @user @user @user @user @user ""left regressives"" is that not a label #irony",1,14,9,4.86,81,0,1,1,4,9,left,      left regressives is that not a label irony
