,text,Mapping,word_count,unique_wordcount,mean_word_length,tweet_length,url_count,hashtags,mention_count,stopwords,punctuation_count,text_Adjectives,Processed_Text
321,Should be a balanced view then  @user @user,1,8,7,4.38,43,0,0,1,4,2,balanced,should be a balanced view then   
322,In desperate need of training partner(s) with the knowledge and insight of the infamous @user Candidates apply within.,0,18,16,5.61,118,0,0,1,7,4,desperate infamous,in desperate need of training partners with the knowledge and insight of the infamous  candidates apply within
323,@user one old fart to another: are you ever too tired to get up and go to bed? #allthetime,0,19,17,3.79,90,0,1,1,10,4,user old, one old fart to another are you ever too tired to get up and go to bed allthetime
324,So if three geeks can bring down the whole of Microsoft and Sony networks..my annual firewall subscription is worth every penny!||,1,21,21,5.24,130,0,0,0,8,5,annual worth,so if three geeks can bring down the whole of microsoft and sony networksmy annual firewall subscription is worth every penny
325,Loving life.,1,2,2,5.5,12,0,0,0,0,1,,loving life
326,Security Engineers are not Security Guards. :| #Hackers  #security,1,9,8,6.33,66,0,1,0,2,5,|,security engineers are not security guards  hackers  security
327,Remember Black Friday was a bust....,1,6,6,5.17,36,0,0,0,2,4,,remember black friday was a bust
328,@ the hospital for a new allergy test... Love it.,1,10,10,4.0,49,0,0,1,3,5,new allergy, the hospital for a new allergy test love it
329,Jeez it's a lovely morning out!! 💨💧💦 👎  #Ireland #December,1,10,10,4.8,58,0,1,0,2,5,💨💧💦 👎,jeez its a lovely morning out 💨💧💦 👎  ireland december
330,@user You know this is wrong don't you Please help us out here #EUVAT,1,14,14,4.0,69,0,1,1,7,3,wrong, you know this is wrong dont you please help us out here euvat
331,I just love being wide awake at 4am,1,8,8,3.5,35,0,0,0,4,0,wide,i just love being wide awake at am
332,This history essay is literally shitting on me.,0,8,8,5.0,47,0,0,0,3,1,,this history essay is literally shitting on me
333,"Day off should be snuggled on the sofa doing nothing..... But alas I have Errons to do so trying up drag myself out of bed,  happening",0,26,26,4.15,134,0,0,0,16,6,,day off should be snuggled on the sofa doing nothing but alas i have errons to do so trying up drag myself out of bed  happening
334,I have #OTH playing in the back ground at work....ohhh #naughty :p but #FUN,0,14,14,4.43,75,0,1,0,6,8,back,i have oth playing in the back ground at workohhh naughty p but fun
335,Girls with British accents.. 👌 On point.,0,7,7,4.86,40,0,0,0,2,3,British,girls with british accents 👌 on point
336,@user & @user cut a promo then @user states he's facing @user oh yay!!,1,14,11,4.07,70,0,0,1,3,8,,   cut a promo then  states hes facing  oh yay
337,love studying for anatomy 💓,1,5,5,4.6,27,0,0,0,1,0,,love studying for anatomy 💓
338,ayee love your lips  trying to sound creepy,0,8,8,4.38,43,0,0,0,2,0,,ayee love your lips  trying to sound creepy
339,"@user Those ""waves"" are epic!  He he",1,7,7,4.14,36,0,0,1,4,4,@, those waves are epic  he he
340,My last final today then straight to my surgeons #WhatAGoodWeek,1,10,10,5.4,63,0,1,0,4,1,last final,my last final today then straight to my surgeons whatagoodweek
341,"@user Wow, neat! & a nice mini tour of Belfast as well. I think you should have asked for one of these for Xmas, Larry!",0,25,23,3.8,119,0,0,1,11,7,nice, wow neat  a nice mini tour of belfast as well i think you should have asked for one of these for xmas larry
342,WOW Doutzen looks amazing after having a baby,0,8,8,4.75,45,0,0,0,3,0,,wow doutzen looks amazing after having a baby
343,@user dusty as usual🔌 #redbucket,0,5,5,5.6,32,0,1,1,1,2,usual🔌, dusty as usual🔌 redbucket
344,I love when my mornings start off like this.,1,9,9,4.0,44,0,0,0,5,1,,i love when my mornings start off like this
345,Oh look - wrapping presents is SO easy...here's the video to prove it!!!|http://t.co/f6QFevN0Ka,0,13,13,6.38,95,1,0,0,4,14,easy,oh look  wrapping presents is so easyheres the video to prove it
346,The  of taking a break from reading about #socialmedia to check my social media.,1,14,14,4.71,80,0,1,0,7,2,social,the  of taking a break from reading about socialmedia to check my social media
347,Taylor wrote a nasty note on my car today. #we #are  #friends,0,12,12,4.08,61,0,1,0,3,4,nasty,taylor wrote a nasty note on my car today we are  friends
348,@user lol 😁.. Will let my kids know when they get up in the morning.. Thanks for the tip,0,19,18,3.68,88,0,0,1,9,5,lol, lol 😁 will let my kids know when they get up in the morning thanks for the tip
349,I love waking up late and sick during dead week. #thebest,1,11,11,4.27,57,0,1,0,4,2,late sick dead,i love waking up late and sick during dead week thebest
350,.@ChipBrent I love the #gamergate concept of harassing and spamming porn at any critics as proof that you're not a hate group.,1,22,22,4.77,126,0,1,1,11,5,, i love the gamergate concept of harassing and spamming porn at any critics as proof that youre not a hate group
351,Only ones in the cinema  #putting #my #phone #on #silent @user,0,11,11,4.64,62,0,1,1,3,6,silent,only ones in the cinema  putting my phone on silent 
352,"I have a small jacket on , with a big coat for later , I'm back at the train stn going back into town  , work Xmas do #joy",1,29,25,3.21,122,0,1,0,12,5,small big,i have a small jacket on  with a big coat for later  im back at the train stn going back into town   work xmas do joy
353,Can't wait for my 7:30am #dental appointment tomorrow!|Oh time please speed through today! !,1,14,14,5.64,92,0,1,0,4,7,dental |Oh,cant wait for my am dental appointment tomorrowoh time please speed through today 
354,@user love you so much taylor ✨🙇,0,7,7,3.71,32,0,0,1,2,1,much, love you so much taylor ✨🙇
355,"Nothing like waking up to 50+ financial formulas! Yay, for corporate finance comprehensive finals!  #finalsweek",1,15,15,6.4,111,0,1,0,4,5,financial corporate comprehensive finalsweek,nothing like waking up to  financial formulas yay for corporate finance comprehensive finals  finalsweek
356,A deal was negotiated between @user & GTAA. That deal was is hidden & built into the pricing of #UPX tix. Why all the secrecy? #TOpoli,0,26,22,4.19,134,0,1,1,12,8,hidden,a deal was negotiated between   gtaa that deal was is hidden  built into the pricing of upx tix why all the secrecy topoli
357,@user He'd be a perfect fit... or Beachy/Medlen.,0,8,8,5.12,48,0,0,1,4,7,perfect, hed be a perfect fit or beachymedlen
358,@user @user No reply. What a surprise.,1,7,6,4.57,38,0,0,1,3,4,,  no reply what a surprise
359,Everything You've Been Told About Copywriting is BS.,1,8,8,5.62,52,0,0,0,4,2,,everything youve been told about copywriting is bs
360,Love hanging out with my dad,0,6,6,3.83,28,0,0,0,3,0,,love hanging out with my dad
361,@user Thanks for the update Spot. I'm good w/ That. |If you can Post some stuff on this on my blog:,0,21,20,3.76,99,0,0,1,10,7,update good, thanks for the update spot im good w that if you can post some stuff on this on my blog
362,@user oh lordy! Eating out was the hardest or going to someone's place. Esp as I don't eat meat.*eye roll* what can we feed her?,0,25,25,4.16,128,0,0,1,11,9,oh roll*, oh lordy eating out was the hardest or going to someones place esp as i dont eat meateye roll what can we feed her
363,"@user @user Good points, but Republican party can be just as fractured. Together that makes for a disenchanted electorate.",0,19,18,5.47,122,0,0,1,8,5,Good disenchanted,  good points but republican party can be just as fractured together that makes for a disenchanted electorate
364,A design firm's holiday card skewers corporate jargon.  Hand biting mouth? #jargon #design |http://t.co/CXpE2DWL4J,1,14,14,7.14,114,1,1,0,1,11,holiday corporate,a design firms holiday card skewers corporate jargon  hand biting mouth jargon design 
365,@user I try to imagine. it's confusing.,0,7,7,4.71,39,0,0,1,3,4,, i try to imagine its confusing
366,"@user @user Would you have said in the 1800s, ""Why is GOP against Africans being brought here? Do any of them want to pick cotton?""",0,25,24,4.28,131,0,0,1,13,7,,  would you have said in the s why is gop against africans being brought here do any of them want to pick cotton
367,I was watching birds fly during this photo.,0,8,8,4.5,43,0,0,0,4,1,,i was watching birds fly during this photo
368,"@user @user hahaha good 1, you might own a stadium then rather than the local council ;)",0,17,16,4.24,88,0,0,1,6,5,good local,  hahaha good  you might own a stadium then rather than the local council 
369,It's not even 9 and I've already called the cops twice.. Damn I love my job 😒,1,17,17,3.59,77,0,0,0,7,4,,its not even  and ive already called the cops twice damn i love my job 😒
370,Such a fun day in the lib studying Econ for 14 hours.. can't wait to do it again tomorrow  #ThisIsMiserable,1,20,20,4.35,107,0,1,0,10,4,Such fun ThisIsMiserable,such a fun day in the lib studying econ for  hours cant wait to do it again tomorrow  thisismiserable
371,#great  #A #All #Burst #Christmas #diy #crafts|Please RT:,1,8,8,6.12,57,0,1,0,0,9,great,great  a all burst christmas diy craftsplease rt
372,Being mom tonight was both refreshing and a real tbt,0,10,10,4.3,52,0,0,0,5,0,real,being mom tonight was both refreshing and a real tbt
373,@user 😡 no he bloody isn't I was upstairs getting changed !,0,12,12,4.0,59,0,0,1,5,3,😡 upstairs, 😡 no he bloody isnt i was upstairs getting changed 
374,@user actually cropped out her daughter in this pic for a selfie 🙈 #topmum,1,14,14,4.36,74,0,1,1,6,2,selfie, actually cropped out her daughter in this pic for a selfie 🙈 topmum
375,We still got alot of moonlight left,0,7,7,4.14,35,0,0,0,2,0,,we still got alot of moonlight left
376,"@user transfer fund of £250,000 is given to .... Nottingham Forest a team with a transfer embargo.",1,17,15,4.82,98,0,0,1,6,7,, transfer fund of £ is given to  nottingham forest a team with a transfer embargo
377,@user @user @user Hahahahahahahhahaha! I was some one and it happened to be ya! !,1,15,13,4.47,81,0,0,1,7,6,ya,   hahahahahahahhahaha i was some one and it happened to be ya 
378,#Lebanon #detainee #is  #ISIS leader's #wife: #Iraqi #official: BAGHDAD – An Iraqi official denied Wednesday...,0,15,15,6.4,111,0,1,0,1,13,,lebanon detainee is  isis leaders wife iraqi official baghdad – an iraqi official denied wednesday
379,"@user If it's a ""Blue Ribbon Panel"", then it will be all good.",1,13,13,3.85,62,0,0,1,7,6,good, if its a blue ribbon panel then it will be all good
380,"Now that i can seem to afford good things, material things in life...its the simple things that i need and really want... of my life",1,25,22,4.32,132,0,0,0,11,7,good material simple,now that i can seem to afford good things material things in lifeits the simple things that i need and really want of my life
381,Having sooo much fun in math 😂 #math #class #drawing #music #eye #snowflake #flo...,1,14,14,5.0,83,0,1,0,2,10,much snowflake,having sooo much fun in math 😂 math class drawing music eye snowflake flo
382,Love waking up to my face being licked by my puppy..,1,11,10,3.82,52,0,0,0,6,2,,love waking up to my face being licked by my puppy
383,What a B.E.A.utiful day in Scotland!! :) #rain #gales  lol,1,10,10,4.8,58,0,1,0,3,9,B.E.A.utiful,what a beautiful day in scotland  rain gales  lol
384,"Twig is now ""Sprig""—3 sec limit on new social video platform  #techtalk #editorspick #sillyvine #Tr...",1,15,15,5.8,102,0,1,0,2,9,new social editorspick sillyvine,twig is now sprig— sec limit on new social video platform  techtalk editorspick sillyvine tr
385,"@user A Guide To Coffee 👌 LOL, espresso from that time we went to the Maple Leafs fan fest @user",0,20,19,3.85,96,0,0,1,7,3,, a guide to coffee 👌 lol espresso from that time we went to the maple leafs fan fest 
386,Welp. There goes 50 bucks down the drain. Thanks KU Student Housing.  Get. Me. OUT.,1,15,15,4.53,83,0,0,0,3,6,,welp there goes  bucks down the drain thanks ku student housing  get me out
387,#almajmoua participating in the 4th #CSR forum #lebanon #togetherwegrow -for-profit #microfinance #supporting...,0,12,12,8.42,112,0,1,0,2,11,lebanon togetherwegrow -for-profit,almajmoua participating in the th csr forum lebanon togetherwegrow forprofit microfinance supporting
388,I'm getting excited about Mexico now.,1,6,6,5.33,37,0,0,0,2,2,,im getting excited about mexico now
389,Great start to the day,1,5,5,3.6,22,0,0,0,2,0,,great start to the day
390,"Don't be offended when you hear #HappyHolidays when people refer to #Christmas. The word 'holiday' is derived from ""Holy Day"". #fb",1,21,20,5.24,130,0,1,0,9,10,,dont be offended when you hear happyholidays when people refer to christmas the word holiday is derived from holy day fb
391,Why didn't I start watching the tudors earlier? #iloveit,0,9,9,5.33,56,0,1,0,4,3,,why didnt i start watching the tudors earlier iloveit
392,Going to watch a movie about murder. Merry christmas ;),1,10,10,4.6,55,0,0,0,3,3,,going to watch a movie about murder merry christmas 
393,@user Please follow me. I have a technical question. Thanks.,0,10,10,5.1,60,0,0,1,3,4,user technical, please follow me i have a technical question thanks
394,Can't even explain how excited I am for tomorrow. 💯🏀,0,10,10,4.3,52,0,0,0,5,2,excited,cant even explain how excited i am for tomorrow 💯🏀
395,"The funky taste of chocolate with the Chunky Monkey all just in a cup .|| George of the Jungle,Cup and a Lick",0,22,19,4.0,109,0,0,0,12,4,funky,the funky taste of chocolate with the chunky monkey all just in a cup  george of the junglecup and a lick
396,A £718 phone bill is a lovely email to wake up to,1,12,11,3.17,49,0,0,0,6,0,,a £ phone bill is a lovely email to wake up to
397,Done to much again,1,4,4,3.75,18,0,0,0,2,0,,done to much again
398,The biggest  is that #Taliban gunned down school kids in the same country that #Malala received the Nobel prize for #Education #Ouch,1,22,20,5.0,132,0,1,0,10,4,same,the biggest  is that taliban gunned down school kids in the same country that malala received the nobel prize for education ouch
399,Knock knock #sketchy #dignity #smile #funtimes #brotherskeeper #whosonfirst #holiday #shenanigans...,0,10,10,9.1,100,0,1,0,0,11,sketchy smile brotherskeeper whosonfirst holiday,knock knock sketchy dignity smile funtimes brotherskeeper whosonfirst holiday shenanigans
400,Yay for early morning protestors!  #heavyamountsofsarcasm,1,6,6,8.5,57,0,1,0,1,2,early,yay for early morning protestors  heavyamountsofsarcasm
401,#notcias #eu #europ EUA statement on European Commissions EU Investment Plan,0,11,11,6.0,76,0,1,0,1,3,notcias eu European,notcias eu europ eua statement on european commissions eu investment plan
402,If only I possessed half the balance legolas has,0,9,9,4.44,48,0,0,0,5,0,,if only i possessed half the balance legolas has
403,"@user @user @user @user it was an In progress list of ""MN of the year""",0,15,11,3.73,70,0,0,1,7,6,progress,    it was an in progress list of mn of the year
404,Why am I wide awake right now..😶,0,7,7,3.71,32,0,0,0,3,2,wide right,why am i wide awake right now😶
405,"Take me to church...,.",0,4,4,4.75,22,0,0,0,2,5,,take me to church
406,"@user congrats , so cute :)",0,6,6,3.67,27,0,0,1,1,4,user cute, congrats  so cute 
407,#UKPLUS= Consists of Free Lebara2Lebara 3000MINs and 3000SMS UNLIMITED. #NO UNLIMITED SMS TO OTHER NETWORK Only consists of 1000SMS,0,19,18,5.95,131,0,1,0,6,4,,ukplus consists of free lebaralebara mins and sms unlimited no unlimited sms to other network only consists of sms
408,@user @user not bad for a kid from Az. Hockey doesn't work in the desert.,0,15,14,3.93,73,0,0,1,7,5,bad,  not bad for a kid from az hockey doesnt work in the desert
409,@user MK1 Shadow Shift was so much fun.  @user,1,9,8,4.11,46,0,0,1,2,3,much, mk shadow shift was so much fun  
410,And the round ligament pain returns. Yay  #PregnancyProblems,1,8,8,6.5,60,0,1,0,2,2,,and the round ligament pain returns yay  pregnancyproblems
411,LOL.. Micromax is promising that service?,1,6,6,6.0,41,0,0,0,2,3,,lol micromax is promising that service
412,I'm seeing more and more people using the term #GamerGate and I can't believe I'm going to say this but they're using it incorrectly,1,24,20,4.54,132,0,1,0,14,5,,im seeing more and more people using the term gamergate and i cant believe im going to say this but theyre using it incorrectly
413,Being able to think your self angry is such a nice gift to have...  #ItsACurse,1,15,14,4.2,78,0,1,0,7,4,able angry such nice,being able to think your self angry is such a nice gift to have  itsacurse
414,"Sad I don't have a Christmas jumper, thanks @user for your super fast delivery 👍",1,15,15,4.4,80,0,0,1,6,3,super fast,sad i dont have a christmas jumper thanks  for your super fast delivery 👍
415,@user @user Hey maybe you can reach the scoreboards and fix their latest issues,1,14,13,4.71,79,0,0,1,5,2,,  hey maybe you can reach the scoreboards and fix their latest issues
416,#Palestinian #Authority -- #Abbas #trades #stalemate for #confrontation in #ICC #move. via @user,0,13,13,6.46,96,0,1,1,2,12,Palestinian,palestinian authority  abbas trades stalemate for confrontation in icc move via 
417,@user Latest album is Free The Universe #SupersonicWithGionee #Mumbai,0,9,9,6.78,69,0,1,1,2,3,Free, latest album is free the universe supersonicwithgionee mumbai
418,@user has passed @user as the world's most valuable #startup! #growth #nyc,0,12,11,5.25,74,0,1,1,4,7,valuable, has passed  as the worlds most valuable startup growth nyc
419,"@user You're on my ""People Who Antagonize Me"" list. via @user",0,11,10,4.64,61,0,0,1,4,6,, youre on my people who antagonize me list via 
420,This gone be some fire ! 🔥Jan 24th #getlifted,0,9,9,4.11,45,0,1,0,3,2,,this gone be some fire  🔥jan th getlifted
421,I just love working Sunday's.,1,5,5,5.0,29,0,0,0,2,2,,i just love working sundays
422,"Just in case anyone was wondering, Veni Vidi Vici in Spanish is Vine Vi Vencí #studybreaks #UMDFinalsWeek",0,17,16,5.24,105,0,1,0,5,3,UMDFinalsWeek,just in case anyone was wondering veni vidi vici in spanish is vine vi vencí studybreaks umdfinalsweek
423,@user  a#chance#till#January! #this is so good #you always make me#smile,0,10,10,6.2,72,0,1,1,2,8,good,  achancetilljanuary this is so good you always make mesmile
424,@user @user @user Again fans come second. Thanks again,1,9,7,5.11,54,0,0,1,2,4,second,   again fans come second thanks again
425,Americans love guns more than ever! #Chicago #Detroit examples of strict #gunlaws yet have the most crime,1,17,17,5.24,105,0,1,0,6,4,strict,americans love guns more than ever chicago detroit examples of strict gunlaws yet have the most crime
426,@user @user Thx. If thry real why dont you have them? Friend me on,0,14,13,3.79,66,0,0,1,6,4,thry real,  thx if thry real why dont you have them friend me on
427,@user The pace of KCRoyals activity at the Winter Meetings is giving me vertigo!,1,14,14,4.79,80,0,0,1,6,2,vertigo, the pace of kcroyals activity at the winter meetings is giving me vertigo
428,Boooooom 2 goals in 2 minutes !!!! #ThatsArsenal 4 you,0,10,9,4.5,54,0,1,0,2,5,ThatsArsenal,boooooom  goals in  minutes  thatsarsenal  you
429,Loadshedding again! eissh Wonder if Eskom & Cell C have partnered up? Both get paid but their services suck!!#dialinginthedark,0,19,19,5.68,126,0,1,0,6,6,,loadshedding again eissh wonder if eskom  cell c have partnered up both get paid but their services suckdialinginthedark
430,@user you have never seen me,0,6,6,3.83,28,0,0,1,3,1,, you have never seen me
431,"Yep, true patriots all.",1,4,4,5.0,23,0,0,0,0,2,true,yep true patriots all
432,@user . @user awk moment when I tweeted first #fakefan !!!!!,1,11,10,4.55,60,0,1,1,2,9,user,   awk moment when i tweeted first fakefan 
433,Oh yess Dean Smith is ref  on the plus side we have thompson #improved,1,14,14,4.0,70,0,1,0,5,1,yess plus thompson,oh yess dean smith is ref  on the plus side we have thompson improved
434,Pretty much the real deal  #thanksmom,1,6,6,5.17,37,0,1,0,1,1,real,pretty much the real deal  thanksmom
435,Retweet @user to have a book signing & screening in your area.,0,12,12,4.25,62,0,0,1,5,3,,retweet  to have a book signing  screening in your area
436,@user hahahaha love it mate. Have a good1 xx,0,9,9,4.0,44,0,0,1,3,2,, hahahaha love it mate have a good xx
437,@user So tht we can look into yr acc specifically we wld need to speak with you over the phone. Calls are charged at...,0,24,23,4.0,119,0,0,1,11,5,yr, so tht we can look into yr acc specifically we wld need to speak with you over the phone calls are charged at
438,#YesCracker @user - come on - is it 1999? Server too busy..... #FAIL #SPAM,0,14,13,4.36,74,0,1,1,4,12,busy,yescracker   come on  is it  server too busy fail spam
439,@user Hate it. Go back to the old format please.,0,10,10,3.9,48,0,0,1,2,3,old format, hate it go back to the old format please
440,@user #ThingsBetterThanTitansJags napalm hotwings #bigjoefavorite  love the show #keep it real,1,11,11,7.55,94,0,1,1,2,4,napalm real, thingsbetterthantitansjags napalm hotwings bigjoefavorite  love the show keep it real
441,Atheists celebrating Christmas.||,1,3,3,10.33,33,0,0,0,0,3,,atheists celebrating christmas
442,You really know how to treat a girl,1,8,8,3.5,35,0,0,0,4,0,,you really know how to treat a girl
443,Is there even math cells? if there is they're not working ahhh hahaha #mathisfun,1,14,13,4.79,80,0,1,0,7,3,hahaha,is there even math cells if there is theyre not working ahhh hahaha mathisfun
444,"Thank you, strange vet husband at the bar, for reminding me that I will be in debt until I die.   #studentloans",1,21,20,4.24,111,0,1,0,10,4,strange,thank you strange vet husband at the bar for reminding me that i will be in debt until i die   studentloans
445,#PTIUKGoNawazGoCampaign||Show up at the peaceful protest infront of Lancaster house to greet our PM with respect ||,1,17,17,5.82,115,0,1,0,7,5,peaceful,ptiukgonawazgocampaignshow up at the peaceful protest infront of lancaster house to greet our pm with respect 
446,My future? I still enjoy it (playing football) too much and I play with passion -Totti......oh no the team is doomed..... #asroma,1,22,21,4.91,129,0,1,0,10,16,much,my future i still enjoy it playing football too much and i play with passion tottioh no the team is doomed asroma
447,"Love how the adverts for the woman in black 2 say ""you won't sleep for weeks""...way to sell it to me 😳   #SheNeverLeft",1,23,20,4.09,118,0,1,0,11,7,black 😳,love how the adverts for the woman in black  say you wont sleep for weeksway to sell it to me 😳   sheneverleft
448,OH you're just gonna wait till new years to start working out? #thatscool,1,13,13,4.69,73,0,1,0,3,3,till new,oh youre just gonna wait till new years to start working out thatscool
449,stomach flu once again...what a surprise.  😒😷,1,7,7,5.43,45,0,0,0,2,4,,stomach flu once againwhat a surprise  😒😷
450,All hell is breaking loose... Ahhhh everybody freak out,1,9,9,5.22,55,0,0,0,3,3,loose,all hell is breaking loose ahhhh everybody freak out
451, much!!,0,1,1,6.0,7,0,0,0,0,2,much, much
452,#notcies #eu Ebola leaves hundreds of thousands facing hunger in three worst-hit countries,0,13,13,6.0,90,0,1,0,2,3,eu worst-hit,notcies eu ebola leaves hundreds of thousands facing hunger in three worsthit countries
453,@user can you reveal what you were drinking now?,0,9,8,4.44,48,0,0,1,5,2,, can you reveal what you were drinking now
454,Last semester I dropped a class because I had to write a 7pg paper. This semester I've had to write 5 of them,1,23,17,3.78,109,0,0,0,13,2,Last,last semester i dropped a class because i had to write a pg paper this semester ive had to write  of them
455,Couldn't agree more! RT @user Nothing makes me feel more special than receiving an automated DM.,1,16,16,5.06,96,0,0,1,5,4,special automated,couldnt agree more rt  nothing makes me feel more special than receiving an automated dm
456,Dog for dinner anyone? #Cultivo #Letchworth not bringing my kid here again,0,12,12,5.25,74,0,1,0,5,3,,dog for dinner anyone cultivo letchworth not bringing my kid here again
457,Difficult And Happy in life should be enjoyed. Because Life Comes Just Once. So He Went. So He Will Not Be Back. || so ez,0,25,23,3.88,121,0,0,0,13,6,ez,difficult and happy in life should be enjoyed because life comes just once so he went so he will not be back  so ez
458,"Oh great, @user has pop up ads now. Just what I want when trying to quickly access account info.",1,19,19,4.11,96,0,0,1,7,4,great,oh great  has pop up ads now just what i want when trying to quickly access account info
459,"The answers often lay right infront of you, the problem is you seek in the distance, when in reality the answers are simple.",0,23,19,4.43,124,0,0,0,11,3,right simple,the answers often lay right infront of you the problem is you seek in the distance when in reality the answers are simple
460,@user Psssst. You spelt 'thing'  wrong ||,0,7,7,4.86,41,0,0,1,1,6,user wrong, psssst you spelt thing  wrong 
461,never expected you would LIE as much as you do back when i first encountered you @user @user @user,0,19,14,4.21,98,0,0,1,9,3,much user,never expected you would lie as much as you do back when i first encountered you   
462,@user haha I also had 2... cheers bro !!!,0,9,9,3.67,41,0,0,1,3,7,, haha i also had  cheers bro 
463,"Love how I came into work at 8 because Charlie said we were busy.... 3 people in 45 minutes,yeah we got this place packed Charlie.",1,25,24,4.24,130,0,0,0,10,6,busy,love how i came into work at  because charlie said we were busy  people in  minutesyeah we got this place packed charlie
464,#sorry  #sorry I always do this... #cant #help #it #im #an #asshole #like #that,0,14,13,4.64,79,0,1,0,2,13,sorry cant im asshole,sorry  sorry i always do this cant help it im an asshole like that
465,Everyone competing against each other for privatized goods is way better than working together as a whole to advance humanity.,1,20,20,5.35,126,0,0,0,9,1,other privatized,everyone competing against each other for privatized goods is way better than working together as a whole to advance humanity
466,@user okay went to court the case got adjourned till January.. My backs been playing up so in some pain 😩 wbu? X,0,23,23,3.91,112,0,0,1,8,4,okay 😩, okay went to court the case got adjourned till january my backs been playing up so in some pain 😩 wbu x
467,Nice soak in the bubble bath 😘😘😘,0,7,7,3.71,32,0,0,0,2,0,bubble,nice soak in the bubble bath 😘😘😘
468,Still awake sooo that's nice...,1,5,5,5.4,31,0,0,0,1,4,nice,still awake sooo thats nice
469,So nice to have a final before the sun is even up 😊,1,13,13,3.0,51,0,0,0,8,0,nice final,so nice to have a final before the sun is even up 😊
470,Another fantastic day,1,3,3,6.33,21,0,0,0,0,0,fantastic,another fantastic day
471,Online shopping with no credit card ☺  #Umm.. #JustBrowsing ☺,1,10,9,5.1,61,0,1,0,2,4,,online shopping with no credit card ☺  umm justbrowsing ☺
472,Final projects ugh |Keeping me from being productive.| #butnotreally,1,9,9,6.67,68,0,1,0,3,4,Final productive.|,final projects ugh keeping me from being productive butnotreally
473,I fucked them really badly 😂😂😂|#AdvancedWarfare,0,6,6,7.0,47,0,1,0,2,2,😂😂😂|,i fucked them really badly 😂😂😂advancedwarfare
474,"Well today is off to a great start, might as well be Monday",1,13,13,3.62,59,0,0,0,6,1,great,well today is off to a great start might as well be monday
475,😒 Half of the testing group was very helpful today.,1,10,10,4.2,51,0,0,0,4,1,😒 helpful,😒 half of the testing group was very helpful today
476, - the true definition - #Iran hosting a conference against extremist!,1,11,10,5.36,70,0,1,0,3,4,true,  the true definition  iran hosting a conference against extremist
477,"@user who you calling bottle job I'll take teeth. Yeah I'm game mate, at training tonight too, I'll remember your hat",1,21,20,4.62,117,0,0,1,7,7,bottle, who you calling bottle job ill take teeth yeah im game mate at training tonight too ill remember your hat
478,So despite the fact that I was up till 4 studying and had to wake up at 7 I think this day is going to be great 😒,1,28,25,3.07,113,0,0,0,16,0,great,so despite the fact that i was up till  studying and had to wake up at  i think this day is going to be great 😒
479,@user miss u I'm leaving on 7th so .... Need to see you before I go 😩😩😩😩,0,17,17,3.29,72,0,0,1,7,6,miss 😩😩😩😩, miss u im leaving on th so  need to see you before i go 😩😩😩😩
480,"First final of the day done, only three more to go. #greatscheduling  #incaseyoucanttell",1,13,13,5.77,88,0,1,0,5,4,final,first final of the day done only three more to go greatscheduling  incaseyoucanttell
481,Luv this,1,2,2,3.5,8,0,0,0,1,0,,luv this
482,I am so happy that Thad (the Lead Multiplayer Designer for Hardline) followed me XD,0,15,15,4.6,83,0,0,0,6,2,happy,i am so happy that thad the lead multiplayer designer for hardline followed me xd
483,"As a girl,my reason not to put on makeup is I'm satisfied with my face,unlike you bitch!|| #winter",0,18,18,4.5,98,0,1,0,10,7,satisfied ||,as a girlmy reason not to put on makeup is im satisfied with my faceunlike you bitch winter
484,"@user he's played 5 minutes, 0-4 from field, a steal and 2 fouls. that's it. that's all he's done.",0,19,17,4.21,98,0,0,1,8,11,played 0-4, hes played  minutes  from field a steal and  fouls thats it thats all hes done
485,@user Asalamoalekum... 😃 kesay mizaj ? Thank you so much. It was posted on 2nd December 2013. Already there. 😇,0,20,20,4.55,110,0,0,1,5,8,, asalamoalekum 😃 kesay mizaj  thank you so much it was posted on nd december  already there 😇
486,@user I do 2 or 3 times a week :) lol I can't do 5 :(,0,16,14,2.38,53,0,0,1,7,6,, i do  or  times a week  lol i cant do  
487,#basura#immondizia in my name,0,4,4,6.5,29,0,1,0,2,2,,basuraimmondizia in my name
488,Exactly 1 year ago today! (via @user,0,7,7,4.29,36,0,0,1,0,3,,exactly  year ago today via 
489,11:11 - say something stupid. ||Oh... You beat me to it.,0,11,11,4.18,56,0,0,0,3,9,stupid,  say something stupid oh you beat me to it
490,@user has the best pickup lines,1,6,6,4.33,31,0,0,1,2,1,, has the best pickup lines
491,@user your #ambition is #amazing.  #saintsfc enjoy exit from #ChampionsLeague,1,10,10,6.7,77,0,1,1,3,6,saintsfc, your ambition is amazing  saintsfc enjoy exit from championsleague
492,"#Love is far more important than #money!|The problem is, you only know it once you have money!| #life #humanity",1,19,18,4.89,111,0,1,0,9,9,important,love is far more important than moneythe problem is you only know it once you have money life humanity
493,@user you won't get a source other than ISPR :|,1,10,10,3.8,47,0,0,1,6,4,other, you wont get a source other than ispr 
494,"@user Steve, Steve, Steve. That's Data. You'll never win any hearts and minds if you don't appeal for the poor polar bears",1,22,21,4.59,122,0,0,1,9,8,poor polar, steve steve steve thats data youll never win any hearts and minds if you dont appeal for the poor polar bears
